Org_ID,Org_Name,Org_Street_Address,Org_City,Org_State,Org_Zip,Trans_Type,Trans_Start_Date,Trans_End_Date,Trans_Amount,Trans_Agency,Trans_ID,Trans_Award_Method,Trans_PIN,Trans_Description,Trans_Is_Prime_or_Sub_Contract,Trans_Approval_Date
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","REQUIREMENTS CONTRACT","09/01/2008","08/31/2009",203000.00,"BRONX COMM BOARD 4","'CE 384 20099975349","Renewal","'1C320","18648",,"09/22/2008"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2009","06/30/2013",290336.00,"BRONX COMM BOARD 4","'CT 384 20100002282","Request For Proposal","'260100831101","Community Services Block Grant/RFP",,"07/17/2009"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","10/19/2009","06/30/2010",80500.00,"BRONX COMM BOARD 4","'CT 384 20100012606","Small Purchase","'801-09SBS2789","WF1 CENTER STAFF PROFESSIONAL DEVELOPMENT CONSULTANT SERVICE",,"10/08/2009"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","10/01/2008","09/30/2009",100000.00,"BRONX COMM BOARD 4","'CT 384 20100013953","Determined by Govt Mandate","'00209DMPS471","PRISONER REENTRY SERVICES FOR RESIDENTS OF UPPER MANHATTAN",,"10/19/2009"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","09/01/2009","09/30/2011",2000000.00,"BRONX COMM BOARD 4","'CT 384 20100014054","Grant","'00210CJC001","COMMUNITY SERVICE PROGRAM AS ALTERNATIVE TO INCARCERATION",,"10/21/2009"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2009","06/30/2012",1151448.00,"BRONX COMM BOARD 4","'CT 384 20100017576","Renewal","'00210DMPS401","ALTERNATIVE TO INCARCERATION SERVICES-MISDEMEANANTS",,"12/04/2009"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2009","06/30/2010",40000.00,"BRONX COMM BOARD 4","'CT 384 20100017696","Discretionary Allocation","'26010038212H","EDUCATIONAL SUPPORT AND YOUTH LEADERSHIP",,"01/14/2010"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","12/03/2009","12/02/2010",150259.00,"BRONX COMM BOARD 4","'CT 384 20101402852","Renewal","'056090000622","Renewal for Youth Court",,"03/10/2010"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2009","06/30/2010",27790.00,"BRONX COMM BOARD 4","'CT 384 20101403498","Discretionary Allocation","'FY10 5564","Tax Levy 2010",,"05/19/2010"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2009","06/30/2010",28987.00,"BRONX COMM BOARD 4","'CT 384 20101404759","Discretionary Allocation","'FY10 0786","FY10 TAX LEVY",,"04/27/2010"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2009","06/30/2010",174754.00,"BRONX COMM BOARD 4","'CT 384 20101412415","Discretionary Allocation","'801-SBS100110","MOIMB CC FY10 DISCRETIONARY CC 1435 FY10 2440",,"04/09/2010"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2009","06/30/2010",500000.00,"BRONX COMM BOARD 4","'CT 384 20101422444","Discretionary Allocation","'00210DMPS243","CCI City Council FY 2010",,"06/16/2010"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","REQUIREMENTS CONTRACT","09/09/2009","08/31/2011",406000.00,"BRONX COMM BOARD 4","'CE 384 20109075119","Renewal","'1C320","21744",,"09/14/2009"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2010","06/30/2014",2565000.00,"BRONX COMM BOARD 4","'CT 384 20110000814","Renewal","'00211DMPS408","CCI Queens ATD Renewal Agreement FY 2011-2013",,"06/22/2010"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2010","06/30/2014",800000.00,"BRONX COMM BOARD 4","'CT 384 20110000931","Renewal","'00211DMPS268","CCI Richmond ATD Renewal Agreement FY 2011-2013",,"06/10/2010"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2009","06/30/2010",25000.00,"BRONX COMM BOARD 4","'CT 384 20111407353","Discretionary Allocation","'FY10 5920","Tax Levy (IOI) FY 2010",,"09/27/2010"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","10/01/2009","09/30/2010",200000.00,"BRONX COMM BOARD 4","'CT 384 20111412515","Determined by Govt Mandate","'00211R0001001","CCI Upper Manhattan Reentry Task Force III (DCJS grant)",,"12/22/2010"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","11/15/2010","11/14/2011",77494.00,"BRONX COMM BOARD 4","'CT 384 20111416415","Small Purchase","'069111101012","RESOURCE COORDINATOR",,"11/16/2010"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2010","06/30/2011",25000.00,"BRONX COMM BOARD 4","'CT 384 20111423163","Discretionary Allocation","'FY11 1509","FUND FOR THE CITY OF NEW YORK",,"12/30/2010"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","12/03/2010","12/02/2011",119500.00,"BRONX COMM BOARD 4","'CT 384 20111427662","Renewal","'05609N0001CNVR001","Agency PIN 056090000622 SPAA Gallop  646-610-5225",,"03/23/2011"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2010","06/30/2011",63096.00,"BRONX COMM BOARD 4","'CT 384 20111434084","Discretionary Allocation","'FY 1490","2011 TAX LEVY/DISCRETIONARY",,"04/04/2011"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2010","06/30/2011",48351.00,"BRONX COMM BOARD 4","'CT 384 20111434085","Discretionary Allocation","'FY11 1499","2011 TAX LEVY/DISCRETIONARY",,"06/06/2011"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","10/01/2009","06/30/2012",1028648.00,"BRONX COMM BOARD 4","'CT 384 20111449263","Determined by Govt Mandate","'00211R0003001","CCI HARLEM PAROLE REENTRY COURT (2009 BJA-SCA GRANT)",,"06/30/2011"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","10/01/2010","06/30/2013",244936.00,"BRONX COMM BOARD 4","'CT 384 20111450417","Determined by Govt Mandate","'06811R0004001","Bronx Futures",,"06/22/2011"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2011","06/30/2014",910083.00,"BRONX COMM BOARD 4","'CT 384 20120003901","Request For Proposal","'260120091337","FATHERHOOD PROGRAM RFP 2012",,"07/11/2011"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2011","06/30/2014",519952.00,"BRONX COMM BOARD 4","'CT 384 20120003916","Request For Proposal","'260120091338","FATHERHOOD PROGRAM RFP 2012",,"07/18/2011"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2010","06/30/2011",400000.00,"BRONX COMM BOARD 4","'CT 384 20121405673","Discretionary Allocation","'00211L0017001","FUND FOR THE CITY OF NEW YORK CCI OPERATIONS (FY'11 COUNCIL)",,"08/22/2011"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","09/01/2011","08/31/2014",756810.00,"BRONX COMM BOARD 4","'CT 384 20121410262","Renewal","'26012088415A","Workforce Professionals Training-Technical Assistance RENEWA",,"11/16/2011"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","11/15/2011","02/14/2013",102548.00,"BRONX COMM BOARD 4","'CT 384 20121415887","Small Purchase","'069-12-110-1024","RESOURCE COORDINATOR/ COURT PROBLEM SOLVING LIAISON",,"11/01/2011"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","11/25/2011","11/25/2016",35300.00,"BRONX COMM BOARD 4","'CT 384 20121417628","Discretionary Allocation","'8502011PW0731D","FUND FOR THE CITY OF NY-850 PWXNBRONX",,"12/19/2011"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2011","06/30/2012",38000.00,"BRONX COMM BOARD 4","'CT 384 20121419974","Discretionary Allocation","'FY12 1602","2012 TAX LEVY/DISCRETIONARY",,"12/19/2011"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2011","06/30/2012",30000.00,"BRONX COMM BOARD 4","'CT 384 20121420072","Discretionary Allocation","'FY12 1601","2012 TAX LEVY/DISCRETIONARY",,"12/01/2011"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2011","06/30/2012",27500.00,"BRONX COMM BOARD 4","'CT 384 20121420298","Discretionary Allocation","'FY12 1599","2012 TAX LEVY/DISCRETIONARY",,"03/13/2012"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","11/14/2011","03/31/2012",50000.00,"BRONX COMM BOARD 4","'CT 384 20121421497","Small Purchase","'781120C1STJP1","cONFLICT AND VIOLENCE PREVENTION SERVICES",,"12/09/2011"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","10/01/2010","09/30/2011",200000.00,"BRONX COMM BOARD 4","'CT 384 20121427000","Determined by Govt Mandate","'00212R0001001","CCI Upper Manhattan Reentry Task Force IV (DCJS grant)",,"02/08/2012"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","10/01/2009","03/31/2012",249739.00,"BRONX COMM BOARD 4","'CT 384 20121427091","Determined by Govt Mandate","'00211R0004001","CCI BRONX COMMUNITY SOLUTIONS MENTAL HEALTH INITIATIVE (BJA)",,"02/08/2012"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","01/01/2012","12/31/2014",1350000.00,"BRONX COMM BOARD 4","'CT 384 20121428083","Request For Proposal","'78111P0002003","YOUNG ADULT JUSTICE PROGRAM RFP 2012",,"01/25/2012"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","12/01/2011","11/30/2014",384125.00,"BRONX COMM BOARD 4","'CT 384 20121440073","Request For Proposal","'86612P0015005","OFE FEC CENTER  Fund for the City of New York/Financial",,"06/28/2012"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","REQUIREMENTS CONTRACT","07/01/2010","06/30/2015",375000.00,"BRONX COMM BOARD 4","'CE 384 20129274811","Assignment","'R0808","22951",,"06/11/2012"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","09/01/2012","06/30/2015",854534.00,"BRONX COMM BOARD 4","'CT 384 20131403303","Request For Proposal","'78112P0001004","ADVOCATE INTERVENE MENTOR PROGRAM",,"09/07/2012"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2011","06/30/2012",400000.00,"BRONX COMM BOARD 4","'CT 384 20131405046","Discretionary Allocation","'00212L0048001","FUND FOR THE CITY OF NEW YORK FY12 CITY COUNCIL AWARD",,"09/26/2012"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","01/01/2012","06/30/2014",228400.00,"BRONX COMM BOARD 4","'CT 384 20131409383","Assignment","'26012088400R","Fund for the City of New York Assignment",,"11/01/2012"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","10/01/2011","06/30/2012",138000.00,"BRONX COMM BOARD 4","'CT 384 20131412621","Determined by Govt Mandate","'00212R0007001","CCI MANHATTAN REENTRY TASK FORCE (DCJS GRANT)",,"12/11/2012"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2012","06/30/2013",87500.00,"BRONX COMM BOARD 4","'CT 384 20131418124","Discretionary Allocation","'26013022717K","2013 Tax Levy/Discretionary Group 312/3625/6950",,"04/09/2013"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","02/14/2013","02/13/2014",80000.00,"BRONX COMM BOARD 4","'CT 384 20131419413","Small Purchase","'069-13-110-1028","Resource Coordinator/Court Problem Solving Liaison",,"03/05/2013"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","12/01/2012","06/30/2013",129400.00,"BRONX COMM BOARD 4","'CT 384 20131421094","Discretionary Allocation","'FY13 6312","Justice Community Plus",,"05/08/2013"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","10/01/2012","06/28/2013",200000.00,"BRONX COMM BOARD 4","'CT 384 20131427681","Discretionary Allocation","'06813L0020001","Child Care Services/Fund for The City of NY Discretionary",,"06/05/2013"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","07/01/2012","06/30/2013",400000.00,"BRONX COMM BOARD 4","'CT 384 20131429317","Discretionary Allocation","'00213L0035001","Fund for the City of New York",,"06/26/2013"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","11/29/2012","06/30/2013",25000.00,"BRONX COMM BOARD 4","'CT 384 20133013944","Small Purchase","'03","WO3013944",,"11/29/2012"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","03/05/2013","06/30/2013",25000.00,"BRONX COMM BOARD 4","'CT 384 20133031130","Small Purchase","'20","WO3031130",,"03/05/2013"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","04/05/2013","06/30/2013",25000.00,"BRONX COMM BOARD 4","'CT 384 20133044626","Small Purchase","'08","WO3044626",,"04/05/2013"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","CONTRACT","06/01/2012","05/31/2015",566667.00,"BRONX COMM BOARD 4","'CT 384 20136200031","Request For Proposal","'09611P0004004","FUND FOR THE CITY OF NEW YORK",,"08/09/2012"
"16199","FUND FOR THE CITY OF NEW YORK","  RED HOOK COMMUNITY JUSTICE CTR","BROOKLYN","NY","11231","REQUIREMENTS CONTRACT","01/01/2013","06/30/2017",140000.00,"BRONX COMM BOARD 4","'CE 384 20139373013","Request For Proposal","'R0898","23068",,"01/16/2013"
"16245","NYS URBAN DEVELOPMENT CORP DBA EMPIRE STATE DEVELOPMENT CORP","  633 3RD AVE 35TH FL","NEW YORK","NY","10017","CONTRACT","01/01/2004","12/31/2008",96366000.00,"GNRL & LSE PRCHS DBT SVC FUNDS","'CT 099 20040023500","Miscellaneous","'8462004B000C05","CONST. OF A PORTION OF BROOKLYN BRIDGE PK.",,"05/12/2004"
"16245","NYS URBAN DEVELOPMENT CORP DBA EMPIRE STATE DEVELOPMENT CORP","  633 3RD AVE 35TH FL","NEW YORK","NY","10017","CONTRACT","07/01/2003","07/19/2004",6500000.00,"GNRL & LSE PRCHS DBT SVC FUNDS","'CT 099 20040029061","Renewal","'801-0400EMPOWR","PERFORMANCE OF CERTAIN SERVICES BY THE NY EMPOWERMENT ZONE",,"07/16/2004"
"16245","NYS URBAN DEVELOPMENT CORP DBA EMPIRE STATE DEVELOPMENT CORP","  633 3RD AVE 35TH FL","NEW YORK","NY","10017","CONTRACT","07/01/2004","04/26/2006",7269999.00,"GNRL & LSE PRCHS DBT SVC FUNDS","'CT 099 20050022875","Renewal","'801-0500EMPZN","PROJECT ID-UMEZ WEST HARLEM WATERFRONT",,"02/09/2005"
"16245","NYS URBAN DEVELOPMENT CORP DBA EMPIRE STATE DEVELOPMENT CORP","  633 3RD AVE 35TH FL","NEW YORK","NY","10017","CONTRACT","01/04/2006","01/03/2009",794158.00,"GNRL & LSE PRCHS DBT SVC FUNDS","'CT 099 20060002873","Govt to Govt","'82606WSOONWS","SANITARY SEWER REPLACEMENT",,"12/13/2005"
"16245","NYS URBAN DEVELOPMENT CORP DBA EMPIRE STATE DEVELOPMENT CORP","  633 3RD AVE 35TH FL","NEW YORK","NY","10017","CONTRACT","07/01/2005","07/11/2006",6870000.00,"GNRL & LSE PRCHS DBT SVC FUNDS","'CT 099 20060018947","Renewal","'801-0600EMPZN","PERFORMANCE OF CERTAIN SERVICES BY EMPOWERMENT ZONE CORP",,"12/07/2005"
"16245","NYS URBAN DEVELOPMENT CORP DBA EMPIRE STATE DEVELOPMENT CORP","  633 3RD AVE 35TH FL","NEW YORK","NY","10017","CONTRACT","07/01/2006","08/03/2007",7300000.00,"GNRL & LSE PRCHS DBT SVC FUNDS","'CT 099 20070023255","Renewal","'801-0700EMPZN","PERFORMANCE OF CERTAIN SERVICES BY EMPOWERMENT ZONE CORP",,"05/01/2007"
"16245","NYS URBAN DEVELOPMENT CORP DBA EMPIRE STATE DEVELOPMENT CORP","  633 3RD AVE 35TH FL","NEW YORK","NY","10017","CONTRACT","07/01/2007","06/30/2008",7283993.00,"GNRL & LSE PRCHS DBT SVC FUNDS","'CT 099 20090005556","Renewal","'8010800EMPZN","CERTAIN SERVICES BY NYEZC FOR THE CIY OF NY",,"08/08/2008"
"16245","NYS URBAN DEVELOPMENT CORP DBA EMPIRE STATE DEVELOPMENT CORP","  633 3RD AVE 35TH FL","NEW YORK","NY","10017","CONTRACT","07/01/2008","06/30/2009",7283992.00,"GNRL & LSE PRCHS DBT SVC FUNDS","'CT 099 20090025120","Renewal","'8010900EMPZN","PERFORMANCE OF SERV. RELATED TO EMPOWERMENT ZONE",,"06/09/2009"
"16245","NYS URBAN DEVELOPMENT CORP DBA EMPIRE STATE DEVELOPMENT CORP","  633 3RD AVE 35TH FL","NEW YORK","NY","10017","CONTRACT","03/16/2010","03/15/2011",131279.00,"GNRL & LSE PRCHS DBT SVC FUNDS","'CT 099 20111433121","Govt to Govt","'N/A","CHANGE OF ITS SYSTEM  NYCDOT LOWER MANHATTAN COMMAND CENTER",,"03/10/2011"
"16245","NYS URBAN DEVELOPMENT CORP DBA EMPIRE STATE DEVELOPMENT CORP","  633 3RD AVE 35TH FL","NEW YORK","NY","10017","CONTRACT","12/15/1976","12/14/2016",31353700.00,"GNRL & LSE PRCHS DBT SVC FUNDS","'CT 099 99D9893","Negotiation","'93L089252","LEASED PREMISES E. 182 ST WEBSTER AVE P.S./I.S. 137-X",,"07/01/1998"
"16245","NYS URBAN DEVELOPMENT CORP DBA EMPIRE STATE DEVELOPMENT CORP","  633 3RD AVE 35TH FL","NEW YORK","NY","10017","CONTRACT","09/01/1976","08/31/2016",45838707.00,"GNRL & LSE PRCHS DBT SVC FUNDS","'CT 099 99L0469","Negotiation","'920000104","RENTAL FOR FIRE TRAING CENTER (RANDALL'S ISLAND)",,"09/15/1998"
"16245","NYS URBAN DEVELOPMENT CORP DBA EMPIRE STATE DEVELOPMENT CORP","  633 3RD AVE 35TH FL","NEW YORK","NY","10017","CONTRACT","12/15/1977","12/14/2017",19232791.00,"GNRL & LSE PRCHS DBT SVC FUNDS","'CT 099 99L0889","Negotiation","'93L088952","LEASED PREMISES  PS 398 BROOKLYN",,"07/01/1998"
"16245","NYS URBAN DEVELOPMENT CORP DBA EMPIRE STATE DEVELOPMENT CORP","  633 3RD AVE 35TH FL","NEW YORK","NY","10017","CONTRACT","07/01/1983","06/30/2023",37260156.00,"GNRL & LSE PRCHS DBT SVC FUNDS","'CT 099 99L6096","Negotiation","'93L609652","LEASED PREMISES P.S. 229 BRONX",,"07/02/1998"
"16245","NYS URBAN DEVELOPMENT CORP DBA EMPIRE STATE DEVELOPMENT CORP","  633 3RD AVE 35TH FL","NEW YORK","NY","10017","CONTRACT","07/01/1983","06/30/2023",15705121.00,"GNRL & LSE PRCHS DBT SVC FUNDS","'CT 099 99L6097","Negotiation","'93L609752","LEASED PREMISES  PS 50 MANHATTAN",,"07/02/1998"
"16434","NEW HERITAGE THEATRE GROUP INC","  253 WEST 138TH STREET","NEW YORK","NY","10030","CONTRACT","02/01/2006","07/24/2006",25000.00,"CULTURAL AFFAIRS (DCLA)","'CT DCL 20060036193","Discretionary Allocation","'26006091682D","ARTS SERVICES, CULTURAL",,"04/06/2006"
"16434","NEW HERITAGE THEATRE GROUP INC","  253 WEST 138TH STREET","NEW YORK","NY","10030","CONTRACT","07/01/2005","09/03/2008",140132.00,"CULTURAL AFFAIRS (DCLA)","'CT DCL 20070012662","Discretionary Allocation","'26006032310D","ARTS SERVICES, CULTURAL",,"11/20/2006"
"16434","NEW HERITAGE THEATRE GROUP INC","  253 WEST 138TH STREET","NEW YORK","NY","10030","CONTRACT","07/01/2009","06/30/2010",100605.00,"CULTURAL AFFAIRS (DCLA)","'CT DCL 20100020293","Grant","'126103800053","New Heritage Theatre Group",,"01/07/2010"
"16434","NEW HERITAGE THEATRE GROUP INC","  253 WEST 138TH STREET","NEW YORK","NY","10030","CONTRACT","07/01/2011","06/30/2012",100975.00,"CULTURAL AFFAIRS (DCLA)","'CT DCL 20121419306","Grant","'126123800013","New Heritage Theatre Group",,"12/01/2011"
"16454","TECHNISPHERE CORP","  335 W 35TH ST","NEW YORK","NY","10001","CONTRACT","05/01/2006","02/22/2009",52564.00,"CULTURAL AFFAIRS (DCLA)","'CT 126 20060039660","Small Purchase","'07042000026981","TV STUDIO EQUIPMENT-ST003-003",,"07/17/2006"
"16454","TECHNISPHERE CORP","  335 W 35TH ST","NEW YORK","NY","10001","REQUIREMENTS CONTRACT","01/28/2008","12/31/2011",99999.00,"CULTURAL AFFAIRS (DCLA)","'CE 126 20089871462","Small Purchase","'Z0485","38010",,"03/06/2008"
"16454","TECHNISPHERE CORP","  335 W 35TH ST","NEW YORK","NY","10001","CONTRACT","04/07/2011","06/30/2011",25000.00,"CULTURAL AFFAIRS (DCLA)","'CT 126 20103027550","Small Purchase","'09","FP116027550",,"03/26/2010"
"16680","GLOBAL PAYMENTS DIRECT INC","  255 EXECUTIVE DR","PLAINVIEW","NY","11803","CONTRACT","07/01/2005","07/19/2006",173500.00,"TRADE WASTE COMMISSION","'CT 829 20060003819","Intergovernmental","'06042000017470","CREDIT CARD FEES",,"08/22/2005"
"16680","GLOBAL PAYMENTS DIRECT INC","  255 EXECUTIVE DR","PLAINVIEW","NY","11803","CONTRACT","07/01/2005","07/19/2006",173500.00,"RECORDS & INFORMATION SVCS (DORIS)","'CT 860 20060003819","Intergovernmental","'06042000017470","CREDIT CARD FEES",,"08/22/2005"
"16680","GLOBAL PAYMENTS DIRECT INC","  255 EXECUTIVE DR","PLAINVIEW","NY","11803","CONTRACT","07/01/2006","07/09/2007",173600.00,"TRADE WASTE COMMISSION","'CT 829 20070001972","Intergovernmental","'07042000006196","PAYMENT SERVICES",,"10/13/2006"
"16680","GLOBAL PAYMENTS DIRECT INC","  255 EXECUTIVE DR","PLAINVIEW","NY","11803","CONTRACT","07/01/2006","07/09/2007",173600.00,"RECORDS & INFORMATION SVCS (DORIS)","'CT 860 20070001972","Intergovernmental","'07042000006196","PAYMENT SERVICES",,"10/13/2006"
"16680","GLOBAL PAYMENTS DIRECT INC","  255 EXECUTIVE DR","PLAINVIEW","NY","11803","CONTRACT","09/18/2007","06/30/2008",25000.00,"RECORDS & INFORMATION SVCS (DORIS)","'CT 860 20080013589","Intergovernmental","'CADM0800062846","ELECTRONIC VALUE TRANSFER",,"09/18/2007"
"16680","GLOBAL PAYMENTS DIRECT INC","  255 EXECUTIVE DR","PLAINVIEW","NY","11803","CONTRACT","09/18/2007","06/30/2008",25000.00,"TRADE WASTE COMMISSION","'CT 829 20080013589","Intergovernmental","'CADM0800062846","ELECTRONIC VALUE TRANSFER",,"09/18/2007"
"16680","GLOBAL PAYMENTS DIRECT INC","  255 EXECUTIVE DR","PLAINVIEW","NY","11803","CONTRACT","10/18/2007","06/30/2008",25000.00,"RECORDS & INFORMATION SVCS (DORIS)","'CT 860 20080017245","Intergovernmental","'CADM0800080846","BANK CARD PROCESSING",,"10/19/2007"
"16680","GLOBAL PAYMENTS DIRECT INC","  255 EXECUTIVE DR","PLAINVIEW","NY","11803","CONTRACT","10/18/2007","06/30/2008",25000.00,"TRADE WASTE COMMISSION","'CT 829 20080017245","Intergovernmental","'CADM0800080846","BANK CARD PROCESSING",,"10/19/2007"
"16680","GLOBAL PAYMENTS DIRECT INC","  255 EXECUTIVE DR","PLAINVIEW","NY","11803","CONTRACT","12/17/2007","12/16/2013",38773708.00,"RECORDS & INFORMATION SVCS (DORIS)","'CT 860 20080023131","Intergovernmental","'836085555613","Electronic Value Transfer of Payments made to City Agencies",,"05/14/2008"
